Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
NISSAN,"XTrail Euro6, 2015",dCi 130 Xtronic 19'' wheel,CVT,1598,Diesel,,,,,6.0,4.9,5.3,47.1,57.6,53.5,139,"£1,254",,"£1,254",6,67.8,179,,29,63,1.01,,,,,,,
NISSAN,"XTrail Euro6, 2015",dCi 177 4WD 17 inch wheels,M6x2,1995,Diesel,,,,,6.3,5.3,5.6,44.8,53.3,50.4,149,"£1,331",,"£1,331",6,65.0,182,,45,90,0.31,,,,,,,
NISSAN,"XTrail Euro6, 2015",dCi 177 CVT 17 inch wheels,CVT,1995,Diesel,,,,,6.2,5.3,5.6,45.6,53.3,50.4,148,"£1,331",,"£1,331",6,65.0,188,,23,50,0.21,,,,,,,
PEUGEOT,Expert Combi,BlueHDi 115 S&S,M6,1560,Diesel,,,,,5.6,5.0,5.2,50.4,56.5,54.3,137,"£1,236",,"£1,236",6,69.2,196,,35,54,0.45,,,,,,,
PEUGEOT,Expert Combi,BlueHDi 95 S&S ETG6,AMT6,1560,Diesel,,,,,5.5,5.3,5.4,51.4,53.3,52.3,139,"£1,283",,"£1,283",6,68.7,159,,33,46,0.50,,,,,,,
PEUGEOT,Expert Combi,Compact BlueHDi 95,M5,1560,Diesel,,,,,6.0,5.2,5.5,47.1,54.3,51.4,144,"£1,305",,"£1,305",6,69.1,259,,48,70,0.15,,,,,,,
PEUGEOT,Expert Combi,Long BlueHDi 150 S&S,M6,1997,Diesel,,,,,5.9,5.3,5.5,47.9,53.3,51.4,143,"£1,305",,"£1,305",6,73.5,192,,68,77,0.24,,,,,,,
PEUGEOT,Expert Combi,Standard BlueHDi 150 S&S,M6,1997,Diesel,,,,,5.9,4.9,5.3,47.9,57.6,53.3,139,"£1,259",,"£1,259",6,73.5,192,,68,77,0.24,,,,,,,
PEUGEOT,Traveller,BlueHDi 115 S&S,M6,1560,Diesel,,,,,5.6,5.0,5.2,50.4,56.5,54.3,137,"£1,236",,"£1,236",6,69.2,196,,35,54,0.45,,,,,,,
PEUGEOT,Traveller,BlueHDi 150 S&S Business VIP,M6,1997,Diesel,,,,,5.9,5.3,5.6,47.9,53.3,50.4,147,"£1,331",,"£1,331",6,73.5,192,,68,77,0.24,,,,,,,
PEUGEOT,Traveller,BlueHDi 95 S&S ETG6,AMT6,1560,Diesel,,,,,5.5,5.3,5.4,51.4,53.3,52.3,139,"£1,283",,"£1,283",6,68.7,159,,33,46,0.50,,,,,,,
PEUGEOT,Traveller,Compact BlueHDi 115 S&S Active,M6,1560,Diesel,,,,,5.5,4.9,5.1,51.4,57.6,55.4,133,"£1,211",,"£1,211",6,69.2,196,,35,54,0.45,,,,,,,
PEUGEOT,Traveller,Compact BlueHDi 150 S&S,M6,1997,Diesel,,,,,5.9,4.9,5.3,47.9,57.6,53.3,139,"£1,259",,"£1,259",6,73.5,192,,68,77,0.24,,,,,,,
PEUGEOT,Traveller,Compact BlueHDi 95,M5,1560,Diesel,,,,,6.0,5.2,5.5,47.1,54.3,51.4,144,"£1,305",,"£1,305",6,69.1,259,,48,70,0.15,,,,,,,
PEUGEOT,Traveller,Compact BlueHDi 95 S&S ETG6 Active,AMT6,1560,Diesel,,,,,5.3,5.1,5.2,53.3,55.4,54.3,135,"£1,236",,"£1,236",6,68.7,159,,33,46,0.50,,,,,,,
PEUGEOT,Traveller,Long BlueHDi 150 S&S Active/Allure,M6,1997,Diesel,,,,,5.9,5.3,5.5,47.9,53.3,51.4,143,"£1,305",,"£1,305",6,73.5,192,,68,77,0.24,,,,,,,
PEUGEOT,Traveller,Standard BlueHDi 150 S&S Active/Allure,M6,1997,Diesel,,,,,5.9,4.9,5.3,47.9,57.6,53.3,139,"£1,259",,"£1,259",6,73.5,192,,68,77,0.24,,,,,,,
RENAULT,"Koleos, 2017",dCi 175 4WD,M6x2,1995,Diesel,,,,,6.3,5.2,5.6,44.8,54.3,50.4,148,"£1,331",,"£1,331",6,69.0,224,,21,56,0.37,,,,,,,
RENAULT,"Trafic Euro6, 2016",Energy dCi 125 ,M6,1598,Diesel,,,,,6.4,5.1,5.6,44.1,55.4,50.4,145,"£1,331",,"£1,331",6,73.9,361,,41,106,0.08,,,,,,,
SEAT,Alhambra,"2.0 CR TDI 150PS DSG Stop-Start SE, Connect, SE Lux, FR Line",D6,1968,Diesel,,,,,5.9,4.7,5.2,47.9,60.1,54.3,137,"£1,236",,"£1,236",6,69.0,53,,61,71,0.02,,,,,,,
SEAT,Alhambra,"2.0 CR TDI 150PS Ecomotive SE, Connect, SE Lux, FR Line",M6,1968,Diesel,,,,,6.1,4.6,5.1,46.3,61.4,55.4,132,"£1,211",,"£1,211",6,72.0,159,,41,65,0.00,,,,,,,
SEAT,Alhambra,"2.0 CR TDI 184PS DSG Stop-Start SE Lux, FR Line",D6,1968,Diesel,,,,,6.1,4.8,5.3,46.3,58.9,53.3,139,"£1,259",,"£1,259",6,70.0,62,,64,73,0.00,,,,,,,
SEAT,Alhambra,"2.0 CR TDI 184PS Stop-Start SE Lux, FR Line",M6,1968,Diesel,,,,,6.7,4.5,5.3,42.2,62.8,53.3,139,"£1,259",,"£1,259",6,72.0,92,,55,71,0.00,,,,,,,
SEAT,Alhambra,2.0 TDI 150PS DSG Stop-Start S,D6,1968,Diesel,,,,,5.9,4.7,5.2,47.9,60.1,54.3,136,"£1,236",,"£1,236",6,69.0,53,,61,71,0.02,,,,,,,
SEAT,Ateca,2.0 TDI 190PS 7speed DSG 4DRIVE Xcellence,D7,1968,Diesel,,,,,6.0,4.9,5.3,47.1,57.6,53.3,135,"£1,259",,"£1,259",6,69.0,43,,44,54,0.00,,,,,,,
SEAT,Leon X-Perience,2.0 TDI 4Drive 184PS DSG SE Lux,D6,1968,Diesel,,,,,6.1,5.0,5.4,46.3,56.5,52.3,139,"£1,283",,"£1,283",6,69.0,166,,74,108,0.04,,,,,,,
SKODA,Kodiaq,2.0 TDI 150PS 4x4 5 Seat,M6,1968,Diesel,,,,,6.4,4.8,5.4,44.1,58.9,52.3,141,"£1,283",,"£1,283",6,70.0,212,,57,85,0.47,,,,,,,
SKODA,Kodiaq,2.0 TDI 150PS 4x4 7 Seat,M6,1968,Diesel,,,,,6.5,4.9,5.5,43.5,57.6,51.4,144,"£1,305",,"£1,305",6,70.0,212,,57,85,0.47,,,,,,,
SKODA,Kodiaq,2.0 TDI 150PS 7speed DSG,D7,1984,Diesel,,,,,5.8,4.6,5.0,48.7,61.4,56.5,131,"£1,188",,"£1,188",6,69.0,104,,44,58,0.20,,,,,,,
SKODA,Kodiaq,2.0 TDI 150PS 7speed DSG 4x4,D7,1968,Diesel,,,,,6.8,5.2,5.7,41.5,54.3,49.6,149,"£1,353",,"£1,353",6,68.0,101,,39,54,0.00,,,,,,,
SKODA,Octavia Estate,vRS 2.0 TDI 184PS DSG 4x4 Stop-Start with 18'' & 19'' wheels,QD6,1968,Diesel,,,,,5.8,4.6,5.0,48.7,61.4,56.5,131,"£1,188",,"£1,188",6,72.0,111,,65,94,0.00,,,,,,,
SKODA,Superb Estate,"2.0 TDI 190PS 4x4 Stop-Start SE L, Executive, Sportline, Laurin & Klement",QM6,1968,Diesel,,,,,6.3,4.7,5.3,44.8,60.1,53.3,139,"£1,259",,"£1,259",6,69.0,80,,49,62,0.00,,,,,,,
SKODA,Superb Saloon,"2.0 TDI 190PS 4x4 DSG Stop-Start SE L, Executive, Sportline, Laurin & Klement",QD6,1968,Diesel,,,,,6.3,4.7,5.3,44.8,60.1,53.3,138,"£1,259",,"£1,259",6,69.0,80,,49,62,0.00,,,,,,,
SKODA,Yeti,2.0 SCR TDI 110PS 4x4 Stop-Start Outdoor,QM6,1968,Diesel,,,,,6.3,4.6,5.3,44.8,61.4,53.3,137,"£1,259",,"£1,259",6,75.0,222,,34,62,0.05,,,,,,,
SKODA,Yeti,2.0 SCR TDI 150PS 4x4 DSG Stop-Start,D6,1968,Diesel,,,,,6.3,5.0,5.5,44.8,56.5,51.4,144,"£1,305",,"£1,305",6,72.0,128,,68,87,0.03,,,,,,,
SKODA,Yeti,2.0 SCR TDI 150PS 4x4 DSG Stop-Start Outdoor,D6,1968,Diesel,,,,,6.3,5.0,5.5,44.8,56.5,51.4,144,"£1,305",,"£1,305",6,72.0,128,,68,87,0.03,,,,,,,
SKODA,Yeti,2.0 SCR TDI 150PS 4x4 Stop/Start,M6,1968,Diesel,,,,,6.0,4.6,5.1,47.1,61.4,55.4,134,"£1,211",,"£1,211",6,74.0,279,,25,75,0.08,,,,,,,
SKODA,Yeti,2.0 SCR TDI 150PS 4x4 Stop/Start Yeti Outdoor,M6,1968,Diesel,,,,,6.0,4.6,5.1,47.1,61.4,55.4,134,"£1,211",,"£1,211",6,74.0,279,,25,75,0.08,,,,,,,
SSANGYONG,Korando,EX 2.2D ,6MT,2157,Diesel,,,,,6.5,4.6,5.3,43.0,61.0,53.0,139,"£1,266",,"£1,266",6,71.3,72,,60,130,0.34,,,,,,,
SSANGYONG,Korando,SE 2.2D ,6MT,2157,Diesel,,,,,6.5,4.6,5.3,43.0,61.0,53.0,139,"£1,266",,"£1,266",6,71.3,72,,60,130,0.34,,,,,,,
SSANGYONG,Tivoli,ELX 1.6D AUTO 2WD 115ps,6AT,1597,Diesel,,,,,7.4,4.5,5.5,38.0,68.0,51.0,146,"£1,316",,"£1,316",6,71.2,69,,62,128,0.34,,,,,,,
SUBARU,"Forester AWD, From 2015 MY",2.0D X,6MT,1998,Diesel,,,,,7.1,4.9,5.7,39.8,57.6,49.6,148,"£1,353",,"£1,353",6,71.5,362,,73,144,0.51,,,,,,,
SUBARU,"Forester AWD, From 2015 MY",2.0D XC,6MT,1998,Diesel,,,,,7.1,4.9,5.7,39.8,57.6,49.6,148,"£1,353",,"£1,353",6,71.5,362,,73,144,0.51,,,,,,,
SUBARU,"Forester AWD, From 2015 MY",2.0D XC Premium,6MT,1998,Diesel,,,,,7.1,4.9,5.7,39.8,57.6,49.6,148,"£1,353",,"£1,353",6,71.5,362,,73,144,0.51,,,,,,,
SUBARU,"Outback AWD, From 2015 MY",2.0D SE,6MT,1998,Diesel,,,,,6.9,4.8,5.6,40.9,58.9,50.4,145,"£1,331",,"£1,331",6,70.9,418,,68,154,0.43,,,,,,,
SUBARU,"Outback AWD, From 2015 MY",2.0D SE Premium,6MT,1998,Diesel,,,,,6.9,4.8,5.6,40.9,58.9,50.4,145,"£1,331",,"£1,331",6,70.9,418,,68,154,0.43,,,,,,,
SUBARU,"XV AWD, From 2015MY",2.0D All Trim Levels,6MT,1998,Diesel,,,,,6.8,4.6,5.4,41.5,61.4,52.3,141,"£1,283",,"£1,283",6,71.8,355,,72,145,0.38,,,,,,,
TOYOTA,"Proace Verso, MY2017",Family 2.0 Diesel Manual,6MT,1997,Diesel,,,,,5.9,4.9,5.3,47.9,57.6,53.5,139,"£1,254",,"£1,254",6,73.5,192,,67,77,0.00,,,,,,,
TOYOTA,"Proace Verso, MY2017","Shuttle 1.6 Diesel Manual 						",6MT,1598,Diesel,,,,,5.6,5.0,5.2,50.4,56.5,54.3,137,"£1,236",,"£1,236",6,69.2,196,,35,54,0.00,,,,,,,
VAUXHALL,"Insignia 5 Door Grand Sport, Model Year 2018","2.0 CDTi 170PS Elite NAV Turbo D with 17'', 18'' and 20'' wheels",M6,1956,Diesel,,,,,6.7,4.3,5.2,42.2,65.7,54.3,136,"£1,236",,"£1,236",6,68.0,129,,55,100,0.26,,,,,,,
VAUXHALL,"Insignia 5 Door Grand Sport, Model Year 2018",2.0 CDTi 170PS SRi VX-Line NAV Turbo D with 17'' and 18'' wheels,M6,1956,Diesel,,,,,6.7,4.3,5.2,42.2,65.7,54.3,136,"£1,236",,"£1,236",6,68.0,129,,55,100,0.26,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2016","2.0 CDTi 170PS SRi VX-Line NAV with 15'', 16'', 17'' & 18'' wheels",A6,1956,Diesel,,,,,7.8,4.2,5.6,36.2,67.3,50.4,147,"£1,331",,"£1,331",6,72.0,65,,56,74,0.29,,,,,,,
VAUXHALL,"Insignia 5 Door Sports Tourer, Model Year 2016",2.0 CDTi 170PS Elite NAV with 17'' & 18'' wheels,A6,1956,Diesel,,,,,7.8,4.4,5.7,36.2,64.2,49.6,149,"£1,353",,"£1,353",6,72.0,78,,62,72,0.17,,,,,,,
VAUXHALL,"Mokka X, Model Year 2017","1.6 CDTi 136PS Elite NAV with 16'', 17'', 18'' and 19'' wheels",A6,1598,Diesel,,,,,6.0,4.4,5.0,47.1,64.2,56.5,132,"£1,188",,"£1,188",6,74.0,77,,32,58,0.46,,,,,,,
VAUXHALL,"Mokka, Model Year 2016","1.6 CDTi 136PS SE with 16'', 17'', 18'' and 19'' wheels",A6,1598,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,134,"£1,211",,"£1,211",6,74.0,59,,55,77,0.44,,,,,,,
VAUXHALL,"Zafira, Model Year 2015","2.0 CDTi 170PS SRi Stop/Start with 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,6.4,4.5,5.2,44.1,62.8,54.3,137,"£1,236",,"£1,236",6,71.0,155,,52,80,0.42,,,,,,,
VAUXHALL,"Zafira, Model Year 2016","2.0 CDTi 170PS Elite Stop/Start with 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,6.4,4.5,5.2,44.1,62.8,54.3,137,"£1,236",,"£1,236",6,71.0,155,,52,80,0.42,,,,,,,
VAUXHALL,"Zafira, Model Year 2017","1.4 CDTi 180PS SRi NAV Stop/Start with 17'', 18'' & 19'' wheels",M6,1956,Diesel,,,,,6.4,4.5,5.2,44.1,62.8,54.3,137,"£1,236",,"£1,236",6,71.0,212,,54,104,0.20,,,,,,,
VAUXHALL,"Zafira, Model Year 2017","2.0 CDTi 170PS Elite NAV Stop/Start with 17'', 18'' and 19'' wheels",M6,1956,Diesel,,,,,6.4,4.5,5.2,44.1,62.8,54.3,137,"£1,236",,"£1,236",6,71.0,212,,54,104,0.20,,,,,,,
VOLKSWAGEN,Golf Estate,2.0 TDI 184PS 7speed DSG 4MOTION Alltrack,QD7,1968,Diesel,,,,,5.9,4.8,5.2,47.9,58.9,54.3,137,"£1,236",,"£1,236",6,69.0,110,,70,98,0.59,,,,,,,
VOLKSWAGEN,Passat Alltrack,2.0 TDI SCR 190PS DSG Stop-Start 4MOTION,QD6,1968,Diesel,,,,,6.1,4.7,5.2,46.3,60.1,54.3,137,"£1,236",,"£1,236",6,69.0,83,,36,50,0.21,,,,,,,
VOLKSWAGEN,Passat Estate,2.0 BiTDI SCR 240PS 7speed DSG 4MOTION BMT GT,QD7,1968,Diesel,,,,,6.7,5.0,5.6,42.2,56.5,50.4,146,"£1,331",,"£1,331",6,69.0,274,,50,79,0.00,,,,,,,
VOLKSWAGEN,Passat Estate,2.0 BiTDI SCR 240PS 7speed DSG BMT R-Line,QD7,1968,Diesel,,,,,6.7,5.0,5.6,42.2,56.5,50.4,146,"£1,331",,"£1,331",6,69.0,274,,50,79,0.00,,,,,,,
VOLKSWAGEN,Passat Saloon,2.0 BiTDI SCR 240PS 4MOTION 7speed DSG BMT R-Line,QD7,1968,Diesel,,,,,6.6,4.9,5.5,42.8,57.6,51.4,144,"£1,305",,"£1,305",6,69.0,274,,50,79,0.00,,,,,,,
VOLKSWAGEN,Passat Saloon,2.0 BiTDI SCR 240PS 7speed DSG 4MOTION BMT GT,QD7,1968,Diesel,,,,,6.6,4.9,5.5,42.8,57.6,51.4,144,"£1,305",,"£1,305",6,69.0,274,,50,79,0.00,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 150 PS DSG Stop-Start S,D6,1968,Diesel,,,,,5.9,4.7,5.2,47.9,60.1,54.3,136,"£1,236",,"£1,236",6,69.0,53,,61,71,0.02,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 150 PS DSG Stop-Start SE,D6,1968,Diesel,,,,,5.9,4.7,5.2,47.9,60.1,54.3,136,"£1,236",,"£1,236",6,69.0,53,,61,71,0.02,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 150 PS DSG Stop-Start SE Nav,D6,1968,Diesel,,,,,5.9,4.7,5.2,47.9,60.1,54.3,136,"£1,236",,"£1,236",6,69.0,53,,61,71,0.02,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 150 PS DSG Stop-Start SEL,D6,1968,Diesel,,,,,5.9,4.7,5.2,47.9,60.1,54.3,137,"£1,236",,"£1,236",6,69.0,53,,61,71,0.02,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 150 PS Stop-Start SEL,M6,1968,Diesel,,,,,6.1,4.6,5.1,46.3,61.4,55.4,132,"£1,211",,"£1,211",6,72.0,159,,41,65,0.00,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 184PS DSG Stop-Start SE,D6,1968,Diesel,,,,,6.2,4.8,5.3,45.6,58.9,53.3,140,"£1,259",,"£1,259",6,70.0,62,,64,73,0.00,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 184PS DSG Stop-Start SE Nav,D6,1968,Diesel,,,,,6.2,4.8,5.3,45.6,58.9,53.3,140,"£1,259",,"£1,259",6,70.0,62,,64,73,0.00,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 184PS DSG Stop-Start SEL,D6,1968,Diesel,,,,,6.3,4.9,5.4,44.8,57.6,52.3,141,"£1,283",,"£1,283",6,70.0,62,,64,73,0.00,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 184PS Stop/Start SE,M6,1968,Diesel,,,,,6.7,4.5,5.3,42.2,62.8,53.3,138,"£1,259",,"£1,259",6,72.0,92,,55,71,0.00,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 184PS Stop/Start SE Nav,M6,1968,Diesel,,,,,6.7,4.5,5.3,42.2,62.8,53.3,138,"£1,259",,"£1,259",6,72.0,92,,55,71,0.00,,,,,,,
VOLKSWAGEN,Sharan,2.0 SCR TDI 184PS Stop/Start SEL,M6,1968,Diesel,,,,,6.7,4.5,5.3,42.2,62.8,53.3,139,"£1,259",,"£1,259",6,72.0,92,,55,71,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 4MOTION R-Line,M6,1968,Diesel,,,,,6.4,4.8,5.4,44.1,58.9,52.3,141,"£1,283",,"£1,283",6,70.0,208,,57,85,0.47,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 4MOTION S,M6,1968,Diesel,,,,,6.3,4.7,5.3,44.8,60.1,53.3,139,"£1,259",,"£1,259",6,70.0,208,,57,85,0.47,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 4MOTION SE,M6,1968,Diesel,,,,,6.4,4.8,5.4,44.1,58.9,52.3,141,"£1,283",,"£1,283",6,70.0,208,,57,85,0.47,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 4MOTION SE Navigation,M6,1968,Diesel,,,,,6.4,4.8,5.4,44.1,58.9,52.3,141,"£1,283",,"£1,283",6,70.0,208,,57,85,0.47,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 4MOTION SEL,M6,1968,Diesel,,,,,6.4,4.8,5.4,44.1,58.9,52.3,141,"£1,283",,"£1,283",6,70.0,208,,57,85,0.47,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 7speed DSG 4MOTION R-Line,D7,1968,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,353",,"£1,353",6,70.0,100,,39,55,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 7speed DSG 4MOTION S,D7,1968,Diesel,,,,,6.7,5.0,5.6,42.2,56.5,50.4,147,"£1,331",,"£1,331",6,70.0,100,,39,55,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 7speed DSG 4MOTION SE,D7,1968,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,353",,"£1,353",6,70.0,100,,39,55,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 7speed DSG 4MOTION SE Navigation,D7,1968,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,353",,"£1,353",6,70.0,100,,39,55,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 150PS 7speed DSG 4MOTION SEL,D7,1968,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,353",,"£1,353",6,70.0,100,,39,55,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 190PS 7speed DSG 4MOTION R-Line,D7,1968,Diesel,,,,,6.5,5.2,5.7,43.5,54.0,49.6,149,"£1,353",,"£1,353",6,70.0,98,,39,56,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 190PS 7speed DSG 4MOTION SE,D7,1968,Diesel,,,,,6.5,5.2,5.7,43.5,54.0,49.6,149,"£1,353",,"£1,353",6,70.0,98,,39,56,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 190PS 7speed DSG 4MOTION SE Navigation,D7,1968,Diesel,,,,,6.5,5.2,5.7,43.5,54.0,49.6,149,"£1,353",,"£1,353",6,70.0,98,,39,56,0.00,,,,,,,
VOLKSWAGEN,Tiguan,2.0 TDI SCR 190PS 7speed DSG 4MOTION SEL,D7,1968,Diesel,,,,,6.5,5.2,5.7,43.5,54.0,49.6,149,"£1,353",,"£1,353",6,70.0,98,,39,56,0.00,,,,,,,
VOLKSWAGEN C.V.,Caddy Life,2.0 TDI 102PS DSG BMT,D6,1968,Diesel,,,,,6.2,4.4,5.1,45.6,64.2,55.4,133,"£1,211",,"£1,211",6,70.0,136,,36,59,0.04,,,,,,,
VOLKSWAGEN C.V.,Caddy Life,2.0 TDI 150PS BMT,M6,1968,Diesel,,,,,6.1,4.3,5.0,46.3,65.7,56.5,131,"£1,188",,"£1,188",6,75.0,168,,46,87,0.44,,,,,,,
VOLKSWAGEN C.V.,Caddy Life,2.0 TDI 150PS DSG BMT,D6,1968,Diesel,,,,,5.8,4.6,5.1,48.7,61.4,55.4,133,"£1,211",,"£1,211",6,70.0,107,,53,69,0.00,,,,,,,
VOLKSWAGEN C.V.,Caddy Maxi Life,2.0 TDI 102PS DSG BMT,D6,1968,Diesel,,,,,6.3,4.5,5.2,44.8,62.8,54.3,136,"£1,236",,"£1,236",6,70.0,136,,36,59,0.04,,,,,,,
VOLKSWAGEN C.V.,Caddy Maxi Life,2.0 TDI 150PS BMT,M6,1968,Diesel,,,,,6.2,4.4,5.1,45.6,64.2,55.4,134,"£1,211",,"£1,211",6,75.0,168,,46,87,0.44,,,,,,,
VOLKSWAGEN C.V.,Caddy Maxi Life,2.0 TDI 150PS DSG BMT,D6,1968,Diesel,,,,,6.0,4.7,5.2,47.1,60.1,54.3,136,"£1,236",,"£1,236",6,70.0,107,,53,69,0.00,,,,,,,
VOLKSWAGEN C.V.,Caddy Maxi Window Van,2.0 TDI 102PS DSG BMT,D6,1968,Diesel,,,,,6.3,4.5,5.2,47.1,62.8,54.3,136,"£1,236",,"£1,236",6,70.0,136,,36,59,0.04,,,,,,,
VOLKSWAGEN C.V.,Caddy Maxi Window Van,2.0 TDI 150PS BMT,M6,1968,Diesel,,,,,6.2,4.4,5.1,45.6,64.2,55.4,134,"£1,211",,"£1,211",6,75.0,168,,46,87,0.44,,,,,,,
VOLKSWAGEN C.V.,Caddy Maxi Window Van,2.0 TDI 150PS DSG BMT,D6,1968,Diesel,,,,,6.0,4.7,5.2,47.1,60.1,54.3,136,"£1,236",,"£1,236",6,70.0,107,,53,69,0.00,,,,,,,
VOLKSWAGEN C.V.,Transporter Window Van T30 and T32 Short Wheelbase Low Roof,2.0 TDI 102PS BMT,M5,1968,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,353",,"£1,353",6,72.0,271,,46,82,0.10,,,,,,,
VOLKSWAGEN C.V.,Transporter Window Van T30 and T32 Short Wheelbase Low Roof,2.0 TDI 84PS BMT,M5,1968,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,353",,"£1,353",6,72.0,266,,39,75,0.34,,,,,,,
VOLVO,V60 MY17,D4 AWD Cross Country,6AT,2400,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,353",,"£1,353",6,72.0,57,,44,77,0.45,,,,,,,
VOLVO,V60 MY18,D4 AWD Cross Country,6AT,1969,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,353",,"£1,353",6,72.0,57,,44,77,0.45,,,,,,,
VOLVO,V90 MY17,D4 AWD CROSS COUNTRY,A8-AWD,1969,Diesel,,,,,6.2,4.7,5.2,45.6,60.1,54.3,138,"£1,236",,"£1,236",6,68.0,136,,42,91,0.41,,,,,,,
VOLVO,V90 MY17,D5 AWD CROSS COUNTRY,A8-AWD,1969,Diesel,,,,,6.1,4.9,5.3,46.3,57.6,53.3,139,"£1,259",,"£1,259",6,71.0,102,,57,100,0.34,,,,,,,
VOLVO,V90 MY18,D4 AWD Cross Country,A8-AWD,1969,Diesel,,,,,6.2,4.7,5.2,45.6,60.1,54.3,138,"£1,236",,"£1,236",6,68.0,137,,42,92,0.41,,,,,,,
VOLVO,V90 MY18,D5 Powerpulse AWD,A8-AWD,1969,Diesel,,,,,6.1,4.9,5.3,46.3,57.6,53.3,139,"£1,259",,"£1,259",6,71.0,103,,58,101,0.34,,,,,,,
VOLVO,XC60 MY17,D4 AWD,6MT,2400,Diesel,,,,,5.9,4.8,5.2,47.9,58.9,54.3,137,"£1,236",,"£1,236",6,73.0,30,,36,67,0.73,,,,,,,
VOLVO,XC60 MY17,D4 AWD,6AT,2400,Diesel,,,,,6.7,5.1,5.7,42.2,55.4,49.6,149,"£1,353",,"£1,353",6,72.0,52,,53,94,0.51,,,,,,,
VOLVO,XC60 MY17,D5 AWD,6MT,2400,Diesel,,,,,5.9,4.8,5.2,47.9,58.9,54.3,137,"£1,236",,"£1,236",6,72.0,52,,53,94,0.51,,,,,,,
VOLVO,XC60 MY17,D5 AWD,6AT,2400,Diesel,,,,,6.7,5.1,5.7,42.2,55.4,49.6,149,"£1,353",,"£1,353",6,70.0,30,,36,67,0.73,,,,,,,
VOLVO,XC60 MY18,D4 AWD,8AT,1969,Diesel,,,,,5.8,4.8,5.2,48.7,58.9,54.3,136,"£1,236",,"£1,236",6,68.0,72,,37,77,0.28,,,,,,,
VOLVO,XC60 MY18,D4 AWD Momentum,8AT,1969,Diesel,,,,,5.8,4.7,5.1,48.7,60.1,55.4,133,"£1,211",,"£1,211",6,68.0,72,,37,77,0.28,,,,,,,
VOLVO,XC60 MY18,D5 Powerpulse AWD,8AT,1969,Diesel,,,,,6.1,5.2,5.5,46.3,54.3,51.4,144,"£1,305",,"£1,305",6,69.0,214,,31,78,0.51,,,,,,,
VOLVO,XC90 MY17,D5,8AT,1969,Diesel,,,,,6.2,5.4,5.7,45.6,52.3,49.6,149,"£1,353",,"£1,353",6,70.0,117,,57,98,0.28,,,,,,,
